ProductID,OrderQty,UnitPrice
864,8,38.1
864,8,38.1
864,24,34.925
864,5,38.1
864,19,34.925
864,14,36.83
864,13,36.83
864,6,38.1
864,2,38.1
864,6,38.1
864,15,34.925
864,7,38.1
864,8,38.1
864,4,38.1
864,3,38.1
864,8,38.1
864,7,38.1
864,14,36.83
864,19,34.925
864,4,38.1
864,4,38.1
864,4,38.1
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,14,36.83
864,19,34.925
864,8,38.1
864,24,34.925
864,10,38.1
864,3,38.1
864,8,38.1
864,12,36.83
864,12,36.83
864,14,36.83
864,15,34.925
864,22,34.925
864,5,38.1
864,2,38.1
864,6,38.1
864,7,38.1
864,2,38.1
864,25,31.75
864,6,38.1
864,4,38.1
864,5,38.1
864,4,38.1
864,9,38.1
864,14,36.83
864,18,34.925
864,4,38.1
864,6,38.1
864,26,31.75
864,8,38.1
864,2,38.1
864,3,38.1
864,5,38.1
864,6,38.1
864,14,36.83
864,6,38.1
864,8,38.1
864,25,31.75
864,6,38.1
864,6,38.1
864,8,38.1
864,2,38.1
864,5,38.1
864,3,38.1
864,8,38.1
864,4,38.1
864,3,38.1
864,12,36.83
864,18,34.925
864,4,38.1
864,4,38.1
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,11,36.83
864,6,38.1
864,6,38.1
864,6,38.1
864,13,36.83
864,17,34.925
864,14,36.83
864,7,38.1
864,11,36.83
864,6,38.1
864,10,38.1
864,4,38.1
864,6,38.1
864,14,36.83
864,8,38.1
864,2,38.1
864,28,31.75
864,14,36.83
864,12,36.83
864,18,34.925
864,14,36.83
864,1,38.1
864,14,36.83
864,11,36.83
864,9,38.1
864,6,38.1
864,23,34.925
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,6,38.1
864,3,38.1
864,1,38.1
864,15,34.925
864,6,38.1
864,1,38.1
864,7,38.1
864,5,38.1
864,7,38.1
864,4,38.1
864,2,38.1
864,1,38.1
864,12,36.83
864,15,34.925
864,3,38.1
864,3,38.1
864,5,38.1
864,15,34.925
864,3,38.1
864,15,34.925
864,18,34.925
864,6,38.1
864,7,38.1
864,6,38.1
864,6,38.1
864,9,38.1
864,2,38.1
864,6,38.1
864,4,38.1
864,11,36.83
864,7,38.1
864,7,38.1
864,13,36.83
864,3,38.1
864,2,38.1
864,1,38.1
864,5,38.1
864,6,38.1
864,3,38.1
864,14,36.83
864,18,34.925
864,6,38.1
864,4,38.1
864,8,38.1
864,9,38.1
864,4,38.1
864,2,38.1
864,5,38.1
864,7,38.1
864,5,38.1
864,14,36.83
864,3,38.1
864,9,38.1
864,2,38.1
864,5,38.1
864,8,38.1
864,7,38.1
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,6,38.1
864,11,36.83
864,8,38.1
864,9,38.1
864,3,38.1
864,2,38.1
864,19,34.925
864,8,38.1
864,12,36.83
864,3,38.1
864,5,38.1
864,20,34.925
864,12,36.83
864,1,38.1
864,3,38.1
864,10,38.1
864,2,38.1
864,5,38.1
864,24,34.925
864,3,38.1
864,3,38.1
864,5,38.1
864,13,36.83
864,3,38.1
864,17,34.925
864,6,38.1
864,12,36.83
864,3,38.1
864,1,38.1
864,7,38.1
864,11,36.83
864,26,31.75
864,13,36.83
864,4,38.1
864,11,36.83
864,7,38.1
864,8,38.1
864,4,38.1
864,6,38.1
864,1,38.1
864,4,38.1
864,4,38.1
864,1,38.1
864,5,38.1
864,4,38.1
864,2,38.1
864,1,38.1
864,21,34.925
864,11,36.83
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,6,38.1
864,3,38.1
864,10,38.1
864,8,38.1
864,4,38.1
864,7,38.1
864,10,38.1
864,8,38.1
864,2,38.1
864,2,38.1
864,8,38.1
864,2,38.1
864,4,38.1
864,10,38.1
864,5,38.1
864,8,38.1
864,12,36.83
864,2,38.1
864,4,38.1
864,1,38.1
864,2,38.1
864,8,38.1
864,4,38.1
864,14,36.83
864,8,38.1
864,6,38.1
864,14,36.83
864,6,38.1
864,7,38.1
864,5,38.1
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,2,38.1
864,2,38.1
864,4,38.1
864,14,36.83
864,1,38.1
864,8,38.1
864,1,38.1
864,2,38.1
864,6,38.1
864,3,38.1
864,3,38.1
864,3,38.1
864,2,38.1
864,8,38.1
864,1,38.1
864,5,38.1
864,9,38.1
864,6,38.1
864,2,38.1
864,6,38.1
864,12,36.83
864,4,38.1
864,4,38.1
864,1,38.1
864,2,38.1
864,3,38.1
864,3,38.1
864,6,38.1
864,5,38.1
864,3,38.1
864,1,38.1
864,22,34.925
864,13,36.83
864,4,38.1
864,8,38.1
864,1,38.1
864,6,38.1
864,8,38.1
864,5,38.1
864,7,38.1
864,6,38.1
864,4,38.1
864,8,38.1
864,2,38.1
864,3,38.1
864,6,38.1
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,3,38.1
864,5,38.1
864,4,38.1
864,8,38.1
864,8,38.1
864,14,36.83
864,1,38.1
864,5,38.1
864,8,38.1
864,12,36.83
864,3,38.1
864,2,38.1
864,14,36.83
864,18,34.925
864,3,38.1
864,4,38.1
864,14,36.83
864,12,36.83
864,2,38.1
864,4,38.1
864,6,38.1
864,4,38.1
864,3,38.1
864,10,38.1
864,15,34.925
864,2,38.1
864,4,38.1
864,2,38.1
864,7,38.1
864,5,38.1
864,4,38.1
864,5,38.1
864,4,38.1
864,3,38.1
864,3,38.1
864,3,38.1
864,6,38.1
864,7,38.1
864,14,36.83
864,5,38.1
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,12,36.83
864,4,38.1
864,4,38.1
864,14,36.83
864,10,38.1
864,7,38.1
864,5,38.1
864,7,38.1
864,9,38.1
864,4,38.1
864,5,38.1
864,5,38.1
864,12,36.83
864,3,38.1
864,6,38.1
864,12,36.83
864,3,38.1
864,18,34.925
864,19,34.925
864,4,38.1
864,17,34.925
864,11,36.83
864,6,38.1
864,18,34.925
864,8,38.1
864,3,38.1
864,20,34.925
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,3,38.1
864,3,38.1
864,14,36.83
864,4,38.1
864,15,34.925
864,4,38.1
864,3,38.1
864,7,38.1
864,7,38.1
864,14,36.83
864,2,38.1
864,3,38.1
864,13,36.83
864,1,38.1
864,16,34.925
864,4,38.1
864,3,38.1
864,24,34.925
864,17,34.925
864,15,34.925
864,5,38.1
864,8,38.1
864,11,36.83
864,7,38.1
864,2,38.1
864,9,38.1
864,10,38.1
864,7,38.1
864,4,38.1
864,3,38.1
864,17,34.925
864,7,38.1
864,14,36.83
864,4,38.1
864,4,38.1
864,1,38.1
864,5,38.1
864,5,38.1
864,1,38.1
864,2,38.1
864,4,38.1
864,18,34.925
864,5,38.1
864,4,38.1
864,5,38.1
864,9,38.1
864,3,38.1
864,12,36.83
864,9,38.1
864,5,38.1
864,12,36.83
864,12,36.83
864,3,38.1
864,7,38.1
864,3,38.1
864,4,38.1
864,9,38.1
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,2,38.1
864,6,38.1
864,15,34.925
864,23,34.925
864,3,38.1
864,17,34.925
864,11,36.83
864,23,34.925
864,9,38.1
864,5,38.1
864,21,34.925
864,18,34.925
864,5,38.1
864,4,38.1
864,8,38.1
864,6,38.1
864,1,38.1
864,12,36.83
864,5,38.1
864,9,38.1
864,3,38.1
864,6,38.1
864,5,38.1
864,9,38.1
864,7,38.1
864,14,36.83
864,2,38.1
864,4,38.1
864,6,38.1
864,7,38.1
864,5,38.1
864,3,38.1
864,11,36.83
864,5,38.1
864,17,34.925
864,9,38.1
864,6,38.1
864,3,38.1
864,1,38.1
864,6,38.1
864,3,38.1
864,3,38.1
864,4,38.1
864,4,38.1
864,5,38.1
864,7,38.1
864,5,38.1
864,20,34.925
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
864,1,63.5
865,7,38.1
865,3,38.1
865,5,38.1
865,14,36.83
865,5,38.1
865,9,38.1
865,4,38.1
865,5,38.1
865,1,38.1
865,7,38.1
865,6,38.1
865,4,38.1
865,3,38.1
865,15,34.925
865,3,38.1
865,9,38.1
865,6,38.1
865,11,36.83
865,17,34.925
865,5,38.1
865,16,34.925
865,2,38.1
865,14,36.83
865,19,34.925
865,15,34.925
865,13,36.83
865,5,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,3,38.1
865,3,38.1
865,7,38.1
865,4,38.1
865,3,38.1
865,4,38.1
865,4,38.1
865,7,38.1
865,3,38.1
865,8,38.1
865,2,38.1
865,4,38.1
865,12,36.83
865,19,34.925
865,5,38.1
865,5,38.1
865,14,36.83
865,7,38.1
865,1,38.1
865,11,36.83
865,4,38.1
865,5,38.1
865,6,38.1
865,7,38.1
865,5,38.1
865,3,38.1
865,5,38.1
865,2,38.1
865,4,38.1
865,3,38.1
865,2,38.1
865,12,36.83
865,3,38.1
865,4,38.1
865,2,38.1
865,8,38.1
865,7,38.1
865,2,38.1
865,2,38.1
865,6,38.1
865,7,38.1
865,4,38.1
865,6,38.1
865,4,38.1
865,18,34.925
865,16,34.925
865,5,38.1
865,1,38.1
865,7,38.1
865,2,38.1
865,3,38.1
865,3,38.1
865,4,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,4,38.1
865,18,34.925
865,2,38.1
865,10,38.1
865,7,38.1
865,4,38.1
865,6,38.1
865,12,36.83
865,8,38.1
865,6,38.1
865,4,38.1
865,11,36.83
865,3,38.1
865,2,38.1
865,3,38.1
865,4,38.1
865,4,38.1
865,2,38.1
865,6,38.1
865,4,38.1
865,2,38.1
865,9,38.1
865,4,38.1
865,5,38.1
865,4,38.1
865,14,36.83
865,2,38.1
865,2,38.1
865,4,38.1
865,3,38.1
865,4,38.1
865,4,38.1
865,7,38.1
865,3,38.1
865,10,38.1
865,3,38.1
865,9,38.1
865,3,38.1
865,3,38.1
865,3,38.1
865,4,38.1
865,4,38.1
865,4,38.1
865,9,38.1
865,5,38.1
865,2,38.1
865,4,38.1
865,3,38.1
865,10,38.1
865,5,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,4,38.1
865,7,38.1
865,9,38.1
865,9,38.1
865,4,38.1
865,3,38.1
865,12,36.83
865,2,38.1
865,15,34.925
865,4,38.1
865,2,38.1
865,4,38.1
865,13,36.83
865,9,38.1
865,9,38.1
865,11,36.83
865,11,36.83
865,6,38.1
865,6,38.1
865,14,36.83
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,5,38.1
865,12,36.83
865,2,38.1
865,7,38.1
865,3,38.1
865,11,36.83
865,8,38.1
865,6,38.1
865,12,36.83
865,9,38.1
865,7,38.1
865,4,38.1
865,2,38.1
865,9,38.1
865,1,38.1
865,5,38.1
865,4,38.1
865,8,38.1
865,3,38.1
865,7,38.1
865,8,38.1
865,17,34.925
865,9,38.1
865,8,38.1
865,2,38.1
865,5,38.1
865,12,36.83
865,8,38.1
865,3,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,7,38.1
865,5,38.1
865,8,38.1
865,4,38.1
865,1,38.1
865,5,38.1
865,17,34.925
865,4,38.1
865,4,38.1
865,10,38.1
865,13,36.83
865,8,38.1
865,5,38.1
865,1,38.1
865,6,38.1
865,15,34.925
865,6,38.1
865,5,38.1
865,6,38.1
865,3,38.1
865,10,38.1
865,5,38.1
865,8,38.1
865,4,38.1
865,5,38.1
865,3,38.1
865,9,38.1
865,4,38.1
865,4,38.1
865,2,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,2,38.1
865,4,38.1
865,3,38.1
865,5,38.1
865,1,38.1
865,7,38.1
865,6,38.1
865,4,38.1
865,4,38.1
865,5,38.1
865,8,38.1
865,5,38.1
865,2,38.1
865,4,38.1
865,3,38.1
865,3,38.1
865,2,38.1
865,4,38.1
865,2,38.1
865,6,38.1
865,1,38.1
865,4,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,7,38.1
865,4,38.1
865,4,38.1
865,4,38.1
865,4,38.1
865,7,38.1
865,3,38.1
865,4,38.1
865,11,36.83
865,1,38.1
865,4,38.1
865,7,38.1
865,7,38.1
865,4,38.1
865,7,38.1
865,1,38.1
865,1,38.1
865,3,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,2,38.1
865,7,38.1
865,4,38.1
865,3,38.1
865,4,38.1
865,2,38.1
865,6,38.1
865,5,38.1
865,4,38.1
865,4,38.1
865,6,38.1
865,3,38.1
865,4,38.1
865,5,38.1
865,3,38.1
865,5,38.1
865,4,38.1
865,6,38.1
865,1,38.1
865,1,38.1
865,1,38.1
865,1,38.1
865,1,38.1
865,1,38.1
865,5,38.1
865,7,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,38.1
865,9,38.1
865,3,38.1
865,8,38.1
865,4,38.1
865,2,38.1
865,9,38.1
865,2,38.1
865,7,38.1
865,10,38.1
865,5,38.1
865,9,38.1
865,12,36.83
865,3,38.1
865,5,38.1
865,10,38.1
865,5,38.1
865,4,38.1
865,7,38.1
865,2,38.1
865,3,38.1
865,12,36.83
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,6,38.1
865,10,38.1
865,3,38.1
865,3,38.1
865,5,38.1
865,12,36.83
865,5,38.1
865,8,38.1
865,6,38.1
865,2,38.1
865,11,36.83
865,7,38.1
865,4,38.1
865,7,38.1
865,4,38.1
865,5,38.1
865,8,38.1
865,9,38.1
865,9,38.1
865,3,38.1
865,7,38.1
865,10,38.1
865,14,36.83
865,9,38.1
865,3,38.1
865,7,38.1
865,2,38.1
865,7,38.1
865,3,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,3,38.1
865,4,38.1
865,10,38.1
865,8,38.1
865,13,36.83
865,6,38.1
865,1,38.1
865,8,38.1
865,7,38.1
865,11,36.83
865,1,38.1
865,10,38.1
865,4,38.1
865,4,38.1
865,3,38.1
865,11,36.83
865,4,38.1
865,2,38.1
865,7,38.1
865,6,38.1
865,8,38.1
865,11,36.83
865,8,38.1
865,3,38.1
865,3,38.1
865,1,38.1
865,6,38.1
865,5,38.1
865,4,38.1
865,2,38.1
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
865,1,63.5
866,1,63.5
866,1,63.5
866,1,38.1
866,3,38.1
866,2,38.1
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,38.1
866,1,38.1
866,4,38.1
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
866,1,63.5
867,25,34.995
867,9,41.994
867,8,41.994
867,16,38.4945
867,9,41.994
867,4,41.994
867,31,34.995
867,9,41.994
867,3,41.994
867,18,38.4945
867,3,41.994
867,8,41.994
867,16,38.4945
867,16,38.4945
867,3,41.994
867,1,69.99
867,1,69.99
867,3,41.994
867,6,41.994
867,3,41.994
867,9,41.994
867,12,40.5942
867,17,38.4945
867,20,38.4945
867,6,41.994
867,9,41.994
867,16,38.4945
867,4,41.994
867,4,41.994
867,3,41.994
867,3,41.994
867,2,41.994
867,9,41.994
867,4,41.994
867,4,41.994
867,6,41.994
867,8,41.994
867,8,41.994
867,40,34.995
867,27,34.995
867,11,40.5942
867,18,38.4945
867,8,41.994
867,7,41.994
867,4,41.994
867,3,41.994
867,17,38.4945
867,6,41.994
867,7,41.994
867,14,40.5942
867,23,38.4945
867,10,41.994
867,8,41.994
867,17,38.4945
867,10,41.994
867,23,38.4945
867,18,38.4945
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,8,41.994
867,3,41.994
867,11,40.5942
867,7,41.994
867,17,38.4945
867,16,38.4945
867,25,34.995
867,6,41.994
867,7,41.994
867,16,38.4945
867,8,41.994
867,16,38.4945
867,17,38.4945
867,13,40.5942
867,4,41.994
867,25,34.995
867,3,41.994
867,11,40.5942
867,7,41.994
867,8,41.994
867,6,41.994
867,6,41.994
867,18,38.4945
867,16,38.4945
867,3,41.994
867,7,41.994
867,7,41.994
867,16,38.4945
867,4,41.994
867,16,38.4945
867,3,41.994
867,25,34.995
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,7,41.994
867,6,41.994
867,33,34.995
867,4,41.994
867,13,40.5942
867,7,41.994
867,17,38.4945
867,12,40.5942
867,25,34.995
867,3,41.994
867,2,41.994
867,14,40.5942
867,5,41.994
867,5,41.994
867,6,41.994
867,12,40.5942
867,8,41.994
867,3,41.994
867,6,41.994
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,1,69.99
867,3,41.994
867,2,41.994
867,3,41.994
867,10,41.994
867,5,41.994
867,2,41.994
867,9,41.994
867,6,41.994
867,15,38.4945
867,2,41.994
867,15,38.4945
867,2,41.994
867,5,41.994
867,4,41.994
867,4,41.994
867,6,41.994
867,9,41.994
867,2,41.994
867,25,34.995
867,7,41.994
867,6,41.994
867,6,41.994
867,6,41.994
867,18,38.4945
867,7,41.994
867,3,41.994
867,7,41.994
867,8,41.994
867,19,38.4945
867,4,41.994
867,3,41.994
